Sum of __index_level_0__,Sum of avg_temp_c,Sum of avg_sea_level_pres_hpa,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,competition,country,city_name,Sum of Draw,Sum of max_temp_c,Sum of Loose,Sum of min_temp_c,neutral,Opponent,Sum of peak_wind_gust_kmh,Sum of Point,Sum of precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of TA,Sum of TF,Team,Sum of sunshine_total_min,Sum of TotalTri,TrancheTemp,TranchWind,Sum of Win,world_cup
24187,13.9,1021.5,,5,Saint-Denis,2007 Rugby World Cup,France,Saint-Denis,0,22.6,1,6.3,False,Ireland,,0,0,L,Autumn,false,,Stade de France,07149,3,25,France,,28,0-20,moins de 30,0,True
24173,17.7,1028.9,22,19.1,Saint-Denis,2007 Rugby World Cup Pool match,France,Saint-Denis,0,21.6,1,15.7,False,Argentina,,0,0,L,Autumn,false,,Stade de France,07149,17,12,France,,29,0-20,moins de 30,0,True
24173,17.7,1028.9,22,19.1,Saint-Denis,2007 Rugby World Cup Pool match,France,Saint-Denis,0,21.6,0,15.7,False,France,,3,0,W,Autumn,false,,Stade de France,07149,12,17,Argentina,,29,0-20,moins de 30,1,True
24203,12.6,1020.7,,6.1,Saint-Denis,2007 Rugby World Cup Quarter-finals,France,Saint-Denis,0,20.3,1,6.1,True,Argentina,,0,0,L,Autumn,false,,Stade de France,07149,19,13,Scotland,,32,0-20,moins de 30,0,True
24203,12.6,1020.7,,6.1,Saint-Denis,2007 Rugby World Cup Quarter-finals,France,Saint-Denis,0,20.3,0,6.1,True,Scotland,,3,0,W,Autumn,false,,Stade de France,07149,13,19,Argentina,,32,0-20,moins de 30,1,True
24209,14.1,1024.9,,10.9,Saint-Denis,2007 Rugby World Cup semi-final,France,Saint-Denis,0,17.4,0,12.2,False,England,,3,0,W,Autumn,false,,Stade de France,07149,14,9,France,,23,0-20,moins de 30,1,True
24209,14.1,1024.9,,10.9,Saint-Denis,2007 Rugby World Cup semi-final,France,Saint-Denis,0,17.4,1,12.2,False,France,,0,0,L,Autumn,false,,Stade de France,07149,9,14,England,,23,0-20,moins de 30,0,True
24210,12.7,1020.7,,8,Saint-Denis,2007 Rugby World Cup Semi-finals,France,Saint-Denis,0,19,0,7.5,True,Argentina,,3,0.2,W,Autumn,false,,Stade de France,07149,13,37,South Africa,,50,0-20,moins de 30,1,True
24210,12.7,1020.7,,8,Saint-Denis,2007 Rugby World Cup Semi-finals,France,Saint-Denis,0,19,1,7.5,True,South Africa,,0,0.2,L,Autumn,false,,Stade de France,07149,37,13,Argentina,,50,0-20,moins de 30,0,True
23999,9.1,1026.9,239,14.5,Saint-Denis,2007 Six Nations Championship,France,Saint-Denis,0,10.9,1,6.1,False,France,,0,0,L,Spring,false,,Stade de France,07149,46,19,Scotland,,65,0-20,moins de 30,0,False
23999,9.1,1026.9,239,14.5,Saint-Denis,2007 Six Nations Championship,France,Saint-Denis,0,10.9,0,6.1,False,Scotland,,3,0,W,Spring,false,,Stade de France,07149,19,46,France,,65,0-20,moins de 30,1,False
24615,4.4,1015.6,313,17.6,Saint-Denis,2008 Autumn International,France,Saint-Denis,0,7.1,1,1.9,False,Australia,,0,0,L,Autumn,false,,Stade de France,07149,18,13,France,,31,0-20,moins de 30,0,False
24615,4.4,1015.6,313,17.6,Saint-Denis,2008 Autumn International,France,Saint-Denis,0,7.1,0,1.9,False,France,,3,0,W,Autumn,false,,Stade de France,07149,13,18,Australia,,31,0-20,moins de 30,1,False
24342,8.9,,,6.9,Saint-Denis,2008 Six Nations Championship,France,Saint-Denis,0,12.9,1,7.3,False,England,,0,0,L,Winter,false,,Stade de France,07149,24,13,France,,37,0-20,moins de 30,0,False
24357,7.7,1003.3,202,20.1,Saint-Denis,2008 Six Nations Championship,France,Saint-Denis,0,10.1,1,7.1,False,France,,0,3.2,L,Spring,false,,Stade de France,07149,25,13,Italy,,38,0-20,moins de 30,0,False
24328,5.9,,79,7.3,Saint-Denis,2008 Six Nations Championship,France,Saint-Denis,0,12.9,1,0.1,False,France,,0,0,L,Winter,false,,Stade de France,07149,26,21,Ireland,,47,0-20,moins de 30,0,False
24342,8.9,,,6.9,Saint-Denis,2008 Six Nations Championship,France,Saint-Denis,0,12.9,0,7.3,False,France,,3,0,W,Winter,false,,Stade de France,07149,13,24,England,,37,0-20,moins de 30,1,False
24328,5.9,,79,7.3,Saint-Denis,2008 Six Nations Championship,France,Saint-Denis,0,12.9,0,0.1,False,Ireland,,3,0,W,Winter,false,,Stade de France,07149,21,26,France,,47,0-20,moins de 30,1,False
24357,7.7,1003.3,202,20.1,Saint-Denis,2008 Six Nations Championship,France,Saint-Denis,0,10.1,0,7.1,False,Italy,,3,3.2,W,Spring,false,,Stade de France,07149,13,25,France,,38,0-20,moins de 30,1,False
24699,1.3,1027.5,,12.1,Saint-Denis,2009 Six Nations Championship,France,Saint-Denis,0,4.4,1,-0.8,False,France,,0,0,L,Winter,false,,Stade de France,07149,22,13,Scotland,,35,0-20,moins de 30,0,False
24699,1.3,1027.5,,12.1,Saint-Denis,2009 Six Nations Championship,France,Saint-Denis,0,4.4,0,-0.8,False,Scotland,,3,0,W,Winter,false,,Stade de France,07149,13,22,France,,35,0-20,moins de 30,1,False
25350,,,,,Saint-Denis,2010 Autumn International,France,Saint-Denis,0,2.3,1,-1.3,False,Australia,,0,0,L,Autumn,false,,Stade de France,07149,59,16,France,,75,no data,no data,0,False
25350,,,,,Saint-Denis,2010 Autumn International,France,Saint-Denis,0,2.3,0,-1.3,False,France,,3,0,W,Autumn,false,,Stade de France,07149,16,59,Australia,,75,no data,no data,1,False
25098,,,,,Saint-Denis,2010 Six Nations Championship,France,Saint-Denis,0,16.1,0,11.5,False,England,,3,15.7,W,Spring,false,,Stade de France,07149,10,12,France,,22,no data,no data,1,False
25098,,,,,Saint-Denis,2010 Six Nations Championship,France,Saint-Denis,0,16.1,1,11.5,False,France,,0,15.7,L,Spring,false,,Stade de France,07149,12,10,England,,22,no data,no data,0,False
25092,,,,,Saint-Denis,2010 Six Nations Championship,France,Saint-Denis,0,8.8,1,2.8,False,France,,0,0,L,Spring,false,,Stade de France,07149,46,20,Italy,,66,no data,no data,0,False
25063,,,,,Saint-Denis,2010 Six Nations Championship,France,Saint-Denis,0,-2.2,1,-4.9,False,France,,0,0,L,Winter,false,,Stade de France,07149,33,10,Ireland,,43,no data,no data,0,False
25063,,,,,Saint-Denis,2010 Six Nations Championship,France,Saint-Denis,0,-2.2,0,-4.9,False,Ireland,,3,0,W,Winter,false,,Stade de France,07149,10,33,France,,43,no data,no data,1,False
25092,,,,,Saint-Denis,2010 Six Nations Championship,France,Saint-Denis,0,8.8,0,2.8,False,Italy,,3,0,W,Spring,false,,Stade de France,07149,20,46,France,,66,no data,no data,1,False
25420,10,1029.5,231,21.2,Saint-Denis,2011 Six Nations Championship,France,Saint-Denis,0,11,1,8.9,False,France,,0,0,L,Winter,false,,Stade de France,07149,34,21,Scotland,,55,0-20,moins de 30,0,False
25420,10,1029.5,231,21.2,Saint-Denis,2011 Six Nations Championship,France,Saint-Denis,0,11,0,8.9,False,Scotland,,3,0,W,Winter,false,,Stade de France,07149,21,34,France,,55,0-20,moins de 30,1,False
26064,10.6,1002.2,208,12,Saint-Denis,2012 Autumn International,France,Saint-Denis,0,13.9,1,8,False,Australia,,0,4.9,L,Autumn,false,,Stade de France,07149,6,33,France,,39,0-20,moins de 30,0,False
26064,10.6,1002.2,208,12,Saint-Denis,2012 Autumn International,France,Saint-Denis,0,13.9,0,8,False,France,,3,4.9,W,Autumn,false,,Stade de France,07149,33,6,Australia,,39,0-20,moins de 30,1,False
25820,10.2,1035.8,2,11.8,Saint-Denis,2012 Six Nations Championship,France,Saint-Denis,0,13.2,1,8.8,False,England,,0,0,L,Spring,false,,Stade de France,07149,24,22,France,,46,0-20,moins de 30,0,False
25813,7.9,1019.7,204,15.2,Saint-Denis,2012 Six Nations Championship,France,Saint-Denis,1,10.8,0,6.6,False,France,,1,3.8,D,Spring,false,,Stade de France,07149,17,17,Ireland,,34,0-20,moins de 30,0,False
25784,-4.8,1037.6,81,8.2,Saint-Denis,2012 Six Nations Championship,France,Saint-Denis,0,-2.2,1,-7.6,False,France,,0,0,L,Winter,false,,Stade de France,07149,30,12,Italy,,42,moins de 0,moins de 30,0,False
25820,10.2,1035.8,2,11.8,Saint-Denis,2012 Six Nations Championship,France,Saint-Denis,0,13.2,0,8.8,False,France,,3,0,W,Spring,false,,Stade de France,07149,22,24,England,,46,0-20,moins de 30,1,False
25813,7.9,1019.7,204,15.2,Saint-Denis,2012 Six Nations Championship,France,Saint-Denis,1,10.8,0,6.6,False,Ireland,,1,3.8,D,Spring,false,,Stade de France,07149,17,17,France,,34,0-20,moins de 30,0,False
25784,-4.8,1037.6,81,8.2,Saint-Denis,2012 Six Nations Championship,France,Saint-Denis,0,-2.2,0,-7.6,False,Italy,,3,0,W,Winter,false,,Stade de France,07149,12,30,France,,42,moins de 0,moins de 30,1,False
26428,8.3,1012.1,217,16.7,Saint-Denis,2013 end-of year test,France,Saint-Denis,0,10.5,0,5.4,False,France,,3,22.7,W,Autumn,false,,Stade de France,07149,19,26,New Zealand,,45,0-20,moins de 30,1,False
26428,8.3,1012.1,217,16.7,Saint-Denis,2013 end-of year test,France,Saint-Denis,0,10.5,1,5.4,False,New Zealand,,0,22.7,L,Autumn,false,,Stade de France,07149,26,19,France,,45,0-20,moins de 30,0,False
26442,5.5,1018.1,20,16,Saint-Denis,2013 end-of-year test,France,Saint-Denis,0,6.4,0,4.5,False,France,,3,0,W,Autumn,false,,Stade de France,07149,10,19,South Africa,,29,0-20,moins de 30,1,False
26442,5.5,1018.1,20,16,Saint-Denis,2013 end-of-year test,France,Saint-Denis,0,6.4,1,4.5,False,South Africa,,0,0,L,Autumn,false,,Stade de France,07149,19,10,France,,29,0-20,moins de 30,0,False
26190,4.9,1006.5,182,17.9,Saint-Denis,2013 Six Nations Championship,France,Saint-Denis,0,9.3,1,1.9,False,France,,0,6,L,Spring,false,,Stade de France,07149,23,16,Scotland,,39,0-20,moins de 30,0,False
26190,4.9,1006.5,182,17.9,Saint-Denis,2013 Six Nations Championship,France,Saint-Denis,0,9.3,0,1.9,False,Scotland,,3,6,W,Spring,false,,Stade de France,07149,16,23,France,,39,0-20,moins de 30,1,False
26806,9.8,1016.5,,3.7,Saint-Denis,2014 Autumn International,France,Saint-Denis,0,15.4,1,5.3,False,Argentina,,0,0,L,Autumn,false,,Stade de France,07149,18,13,France,,31,0-20,moins de 30,0,False
26799,10.3,1002.1,,7.6,Saint-Denis,2014 Autumn International,France,Saint-Denis,0,13,0,9.3,False,Australia,,3,0.2,W,Autumn,false,,Stade de France,07149,26,29,France,,55,0-20,moins de 30,1,False
26799,10.3,1002.1,,7.6,Saint-Denis,2014 Autumn International,France,Saint-Denis,0,13,1,9.3,False,France,,0,0.2,L,Autumn,false,,Stade de France,07149,29,26,Australia,,55,0-20,moins de 30,0,False
26806,9.8,1016.5,,3.7,Saint-Denis,2014 Autumn International,France,Saint-Denis,0,15.4,0,5.3,False,France,,3,0,W,Autumn,false,,Stade de France,07149,13,18,Argentina,,31,0-20,moins de 30,1,False
26512,6.9,1000.3,216,19.1,Saint-Denis,2014 Six Nations Championship,France,Saint-Denis,0,9,0,5.8,False,England,,3,2.6,W,Winter,false,,Stade de France,07149,24,26,France,,50,0-20,moins de 30,1,False
26512,6.9,1000.3,216,19.1,Saint-Denis,2014 Six Nations Championship,France,Saint-Denis,0,9,1,5.8,False,France,,0,2.6,L,Winter,false,,Stade de France,07149,26,24,England,,50,0-20,moins de 30,0,False
26520,6,996.7,216,25.5,Saint-Denis,2014 Six Nations Championship,France,Saint-Denis,0,9.2,1,3.8,False,France,,0,0,L,Winter,false,,Stade de France,07149,30,10,Italy,,40,0-20,moins de 30,0,False
26554,10.6,1027.7,309,15.7,Saint-Denis,2014 Six Nations Championship,France,Saint-Denis,0,15.5,0,6.7,False,France,,3,0,W,Spring,false,,Stade de France,07149,20,22,Ireland,,42,0-20,moins de 30,1,False
26554,10.6,1027.7,309,15.7,Saint-Denis,2014 Six Nations Championship,France,Saint-Denis,0,15.5,1,6.7,False,Ireland,,0,0,L,Spring,false,,Stade de France,07149,22,20,France,,42,0-20,moins de 30,0,False
26520,6,996.7,216,25.5,Saint-Denis,2014 Six Nations Championship,France,Saint-Denis,0,9.2,0,3.8,False,Italy,,3,0,W,Winter,false,,Stade de France,07149,10,30,France,,40,0-20,moins de 30,1,False
27079,23.8,1015.2,,9.3,Saint-Denis,2015 Rugby World Cup warm-up,France,Saint-Denis,0,30.8,0,15.1,False,England,,3,0,W,Summer,false,,Stade de France,07149,20,25,France,,45,20-30,moins de 30,1,False
27093,14.7,1020.5,303,10.7,Saint-Denis,2015 Rugby World Cup warm-up,France,Saint-Denis,0,19.6,1,11.1,False,France,,0,2.4,L,Autumn,false,,Stade de France,07149,19,16,Scotland,,35,0-20,moins de 30,0,False
27079,23.8,1015.2,,9.3,Saint-Denis,2015 Rugby World Cup warm-up,France,Saint-Denis,0,30.8,1,15.1,False,France,,0,0,L,Summer,false,,Stade de France,07149,25,20,England,,45,20-30,moins de 30,0,False
27093,14.7,1020.5,303,10.7,Saint-Denis,2015 Rugby World Cup warm-up,France,Saint-Denis,0,19.6,0,11.1,False,Scotland,,3,2.4,W,Autumn,false,,Stade de France,07149,16,19,France,,35,0-20,moins de 30,1,False
26883,1.4,1028.9,31,20.9,Saint-Denis,2015 Six Nations Championship,France,Saint-Denis,0,5.1,0,-2.4,False,France,,3,0,W,Winter,false,,Stade de France,07149,15,8,Scotland,,23,0-20,moins de 30,1,False
26883,1.4,1028.9,31,20.9,Saint-Denis,2015 Six Nations Championship,France,Saint-Denis,0,5.1,1,-2.4,False,Scotland,,0,0,L,Winter,false,,Stade de France,07149,8,15,France,,23,0-20,moins de 30,0,False
27534,6.7,1007.5,206,15.1,Saint-Denis,2016 Autumn International,France,Saint-Denis,0,11.7,1,3.5,False,Australia,,0,0.8,L,Autumn,false,,Stade de France,07149,25,23,France,,48,0-20,moins de 30,0,False
27534,6.7,1007.5,206,15.1,Saint-Denis,2016 Autumn International,France,Saint-Denis,0,11.7,0,3.5,False,France,,3,0.8,W,Autumn,false,,Stade de France,07149,23,25,Australia,,48,0-20,moins de 30,1,False
27541,8.8,1017.7,54,7.9,Saint-Denis,2016 end-of year test,France,Saint-Denis,0,10.4,0,7.5,False,France,,3,0,W,Autumn,false,,Stade de France,07149,19,24,New Zealand,,43,0-20,moins de 30,1,False
27541,8.8,1017.7,54,7.9,Saint-Denis,2016 end-of year test,France,Saint-Denis,0,10.4,1,7.5,False,New Zealand,,0,0,L,Autumn,false,,Stade de France,07149,24,19,France,,43,0-20,moins de 30,0,False
27289,5.5,1022.3,43,17.4,Saint-Denis,2016 Six Nations Championship,France,Saint-Denis,0,6.5,1,3.4,False,England,,0,0,L,Spring,false,,Stade de France,07149,31,21,France,,52,0-20,moins de 30,0,False
27247,10.4,1009.8,194,18.3,Saint-Denis,2016 Six Nations Championship,France,Saint-Denis,0,14.3,1,6.5,False,France,,0,0.8,L,Winter,false,,Stade de France,07149,23,21,Italy,,44,0-20,moins de 30,0,False
27289,5.5,1022.3,43,17.4,Saint-Denis,2016 Six Nations Championship,France,Saint-Denis,0,6.5,0,3.4,False,France,,3,0,W,Spring,false,,Stade de France,07149,21,31,England,,52,0-20,moins de 30,1,False
27254,6.1,986.5,198,14.5,Saint-Denis,2016 Six Nations Championship,France,Saint-Denis,0,9,0,3.2,False,France,,3,13.9,W,Winter,false,,Stade de France,07149,10,9,Ireland,,19,0-20,moins de 30,1,False
27254,6.1,986.5,198,14.5,Saint-Denis,2016 Six Nations Championship,France,Saint-Denis,0,9,1,3.2,False,Ireland,,0,13.9,L,Winter,false,,Stade de France,07149,9,10,France,,19,0-20,moins de 30,0,False
27247,10.4,1009.8,194,18.3,Saint-Denis,2016 Six Nations Championship,France,Saint-Denis,0,14.3,0,6.5,False,Italy,,3,0.8,W,Winter,false,,Stade de France,07149,21,23,France,,44,0-20,moins de 30,1,False
27891,10.9,1015.4,251,17.6,Saint-Denis,2017 end-of year test,France,Saint-Denis,0,12.9,0,7.8,False,France,,3,7.6,W,Autumn,false,,Stade de France,07149,18,38,New Zealand,,56,0-20,moins de 30,1,False
27891,10.9,1015.4,251,17.6,Saint-Denis,2017 end-of year test,France,Saint-Denis,0,12.9,1,7.8,False,New Zealand,,0,7.6,L,Autumn,false,,Stade de France,07149,38,18,France,,56,0-20,moins de 30,0,False
27898,5.6,1025.8,255,9,Saint-Denis,2017 end-of-year test,France,Saint-Denis,0,9.1,0,1.3,False,France,,3,0.8,W,Autumn,false,,Stade de France,07149,17,18,South Africa,,35,0-20,moins de 30,1,False
27898,5.6,1025.8,255,9,Saint-Denis,2017 end-of-year test,France,Saint-Denis,0,9.1,1,1.3,False,South Africa,,0,0.8,L,Autumn,false,,Stade de France,07149,18,17,France,,35,0-20,moins de 30,0,False
27619,3.5,1019.3,77,12.3,Saint-Denis,2017 Six Nations Championship,France,Saint-Denis,0,8.4,1,-1.2,False,France,,0,0.4,L,Winter,false,,Stade de France,07149,22,16,Scotland,,38,0-20,moins de 30,0,False
27619,3.5,1019.3,77,12.3,Saint-Denis,2017 Six Nations Championship,France,Saint-Denis,0,8.4,0,-1.2,False,Scotland,,3,0.4,W,Winter,false,,Stade de France,07149,16,22,France,,38,0-20,moins de 30,1,False
28255,11.7,1002.6,193,20.8,Saint-Denis,2018 end-of-year test,France,Saint-Denis,0,12.8,0,10.5,False,France,57,3,6,W,Autumn,false,,Stade de France,07149,26,29,South Africa,,55,0-20,moins de 30,1,False
28255,11.7,1002.6,193,20.8,Saint-Denis,2018 end-of-year test,France,Saint-Denis,0,12.8,1,10.5,False,South Africa,57,0,6,L,Autumn,false,,Stade de France,07149,29,26,France,,55,0-20,moins de 30,0,False
28010,13.4,999.7,176,12.6,Saint-Denis,2018 Six Nations Championship,France,Saint-Denis,0,17.8,0,10.3,False,England,,3,16.1,W,Spring,false,,Stade de France,07149,16,22,France,,38,0-20,moins de 30,1,False
28010,13.4,999.7,176,12.6,Saint-Denis,2018 Six Nations Championship,France,Saint-Denis,0,17.8,1,10.3,False,France,,0,16.1,L,Spring,false,,Stade de France,07149,22,16,England,,38,0-20,moins de 30,0,False
27975,3.3,1009,217,9.1,Saint-Denis,2018 Six Nations Championship,France,Saint-Denis,0,4.6,0,0.9,False,France,,3,5.4,W,Winter,false,,Stade de France,07149,13,15,Ireland,,28,0-20,moins de 30,1,False
27975,3.3,1009,217,9.1,Saint-Denis,2018 Six Nations Championship,France,Saint-Denis,0,4.6,1,0.9,False,Ireland,,0,5.4,L,Winter,false,,Stade de France,07149,15,13,France,,28,0-20,moins de 30,0,False
28548,20.8,1022.5,61,8.3,Saint-Denis,2019 Rugby World Cup warm-up match,France,Saint-Denis,0,28.2,1,12.8,False,France,24,0,0,L,Summer,false,,Stade de France,07149,47,19,Italy,,66,20-30,moins de 30,0,False
28548,20.8,1022.5,61,8.3,Saint-Denis,2019 Rugby World Cup warm-up match,France,Saint-Denis,0,28.2,0,12.8,False,Italy,24,3,0,W,Summer,false,,Stade de France,07149,19,47,France,,66,20-30,moins de 30,1,False
28360,10.2,1033.6,69,10.8,Saint-Denis,2019 Six Nations Championship,France,Saint-Denis,0,16.4,1,5.9,False,France,40.8,0,0,L,Winter,false,,Stade de France,07149,27,10,Scotland,,37,0-20,moins de 30,0,False
28360,10.2,1033.6,69,10.8,Saint-Denis,2019 Six Nations Championship,France,Saint-Denis,0,16.4,0,5.9,False,Scotland,40.8,3,0,W,Winter,false,,Stade de France,07149,10,27,France,,37,0-20,moins de 30,1,False
28704,13,1014.5,230,19.9,Saint-Denis,2020 Six Nations Championship,France,Saint-Denis,0,15.7,0,11,False,England,46.3,3,11.7,W,Winter,false,,Stade de France,07149,17,24,France,,41,0-20,moins de 30,1,False
28976,14.1,1019.7,191,13.9,Saint-Denis,2020 Six Nations Championship,France,Saint-Denis,0,18,1,9,False,France,42,0,0.2,L,Autumn,false,,Stade de France,07149,35,27,Ireland,,62,0-20,moins de 30,0,False
28704,13,1014.5,230,19.9,Saint-Denis,2020 Six Nations Championship,France,Saint-Denis,0,15.7,1,11,False,France,46.3,0,11.7,L,Winter,false,,Stade de France,07149,24,17,England,,41,0-20,moins de 30,0,False
28711,10.3,1012.8,211,33.9,Saint-Denis,2020 Six Nations Championship,France,Saint-Denis,0,13.9,1,6.9,False,France,100,0,2.8,L,Winter,false,,Stade de France,07149,35,22,Italy,,57,0-20,30-60,0,False
28976,14.1,1019.7,191,13.9,Saint-Denis,2020 Six Nations Championship,France,Saint-Denis,0,18,0,9,False,Ireland,42,3,0.2,W,Autumn,false,,Stade de France,07149,27,35,France,,62,0-20,moins de 30,1,False
28711,10.3,1012.8,211,33.9,Saint-Denis,2020 Six Nations Championship,France,Saint-Denis,0,13.9,0,6.9,False,Italy,100,3,2.8,W,Winter,false,,Stade de France,07149,22,35,France,,57,0-20,30-60,1,False
29346,8.9,1025.6,331,9.8,Saint-Denis,2021 Autumn International,France,Saint-Denis,0,12.3,0,6.9,False,Argentina,26,3,2.3,W,Autumn,false,,Stade de France,07149,20,29,France,,49,0-20,moins de 30,1,False
29346,8.9,1025.6,331,9.8,Saint-Denis,2021 Autumn International,France,Saint-Denis,0,12.3,1,6.9,False,France,26,0,2.3,L,Autumn,false,,Stade de France,07149,29,20,Argentina,,49,0-20,moins de 30,0,False
29361,6.8,1025.7,121,8.2,Saint-Denis,2021 end-of year test,France,Saint-Denis,0,9.5,1,5.5,False,France,24,0,0,L,Autumn,false,,Stade de France,07149,40,25,New Zealand,,65,0-20,moins de 30,0,False
29361,6.8,1025.7,121,8.2,Saint-Denis,2021 end-of year test,France,Saint-Denis,0,9.5,0,5.5,False,New Zealand,24,3,0,W,Autumn,false,,Stade de France,07149,25,40,France,,65,0-20,moins de 30,1,False
29122,8.9,1018.6,213,15.1,Saint-Denis,2021 Six Nations Championship,France,Saint-Denis,0,15.6,0,3.7,False,France,59,3,0.3,W,Spring,false,,Stade de France,07149,23,27,Scotland,,50,0-20,moins de 30,1,False
29122,8.9,1018.6,213,15.1,Saint-Denis,2021 Six Nations Championship,France,Saint-Denis,0,15.6,1,3.7,False,Scotland,59,0,0.3,L,Spring,false,,Stade de France,07149,27,23,France,,50,0-20,moins de 30,0,False
29711,8.1,1020.2,216,10.5,Saint-Denis,2022 Autumn International,France,Saint-Denis,0,11.8,0,4.7,False,Australia,28,3,0.2,W,Autumn,false,,Stade de France,07149,29,30,France,,59,0-20,moins de 30,1,False
29711,8.1,1020.2,216,10.5,Saint-Denis,2022 Autumn International,France,Saint-Denis,0,11.8,1,4.7,False,France,28,0,0.2,L,Autumn,false,,Stade de France,07149,30,29,Australia,,59,0-20,moins de 30,0,False
29481,7.8,1026.9,82,11.3,Saint-Denis,2022 Six Nations Championship,France,Saint-Denis,0,13.7,0,2.3,False,England,40.8,3,0,W,Spring,false,,Stade de France,07149,13,25,France,,38,0-20,moins de 30,1,False
29481,7.8,1026.9,82,11.3,Saint-Denis,2022 Six Nations Championship,France,Saint-Denis,0,13.7,1,2.3,False,France,40.8,0,0,L,Spring,false,,Stade de France,07149,25,13,England,,38,0-20,moins de 30,0,False
29445,3.5,1027.8,128,6.6,Saint-Denis,2022 Six Nations Championship,France,Saint-Denis,0,9.5,1,-1.4,False,France,29.6,0,0,L,Winter,false,,Stade de France,07149,30,24,Ireland,,54,0-20,moins de 30,0,False
29440,7.1,1027.8,280,13.1,Saint-Denis,2022 Six Nations Championship,France,Saint-Denis,0,10.8,1,3.4,False,France,42,0,9.4,L,Winter,false,,Stade de France,07149,37,10,Italy,,47,0-20,moins de 30,0,False
29445,3.5,1027.8,128,6.6,Saint-Denis,2022 Six Nations Championship,France,Saint-Denis,0,9.5,0,-1.4,False,Ireland,29.6,3,0,W,Winter,false,,Stade de France,07149,24,30,France,,54,0-20,moins de 30,1,False
29440,7.1,1027.8,280,13.1,Saint-Denis,2022 Six Nations Championship,France,Saint-Denis,0,10.8,0,3.4,False,Italy,42,3,9.4,W,Winter,false,,Stade de France,07149,10,37,France,,47,0-20,moins de 30,1,False
30006,16.2,1012.7,272,12.3,Saint-Denis,2023 Rugby World Cup warm-up match,France,Saint-Denis,0,20.9,0,12.3,False,Australia,31.5,3,0.2,W,Summer,false,,Stade de France,07149,17,41,France,,58,0-20,moins de 30,1,False
30006,16.2,1012.7,272,12.3,Saint-Denis,2023 Rugby World Cup warm-up match,France,Saint-Denis,0,20.9,1,12.3,False,France,31.5,0,0.2,L,Summer,false,,Stade de France,07149,41,17,Australia,,58,0-20,moins de 30,0,False
29844,12.2,1010.6,203,16.8,Saint-Denis,2023 Six Nations Championship,France,Saint-Denis,0,17,1,8.3,False,France,50,0,3.3,L,Spring,false,,Stade de France,07149,41,28,Wales,,69,0-20,moins de 30,0,False
29824,2.4,1020.4,39,29.4,Saint-Denis,2023 Six Nations Championship,France,Saint-Denis,0,6.6,1,0.3,False,France,63,0,0,L,Winter,false,,Stade de France,07149,32,21,Scotland,,53,0-20,moins de 30,0,False
29824,2.4,1020.4,39,29.4,Saint-Denis,2023 Six Nations Championship,France,Saint-Denis,0,6.6,0,0.3,False,Scotland,63,3,0,W,Winter,false,,Stade de France,07149,21,32,France,,53,0-20,moins de 30,1,False
29844,12.2,1010.6,203,16.8,Saint-Denis,2023 Six Nations Championship,France,Saint-Denis,0,17,0,8.3,False,Wales,50,3,3.3,W,Spring,false,,Stade de France,07149,28,41,France,,69,0-20,moins de 30,1,False
29004,6.3,1016.9,31,8.7,Saint-Denis,Autumn Nations Cup,France,Saint-Denis,0,11.3,0,2.3,False,France,24,3,0,W,Autumn,false,,Stade de France,07149,36,5,Italy,,41,0-20,moins de 30,1,False
29004,6.3,1016.9,31,8.7,Saint-Denis,Autumn Nations Cup,France,Saint-Denis,0,11.3,1,2.3,False,Italy,24,0,0,L,Autumn,false,,Stade de France,07149,5,36,France,,41,0-20,moins de 30,0,False
18028,12.8,,,,Salta,2005 Italy rugby union tour of Argentina,Argentina,Salta,0,28.3,1,4.9,False,Argentina,,0,0,L,Winter,false,,Padre Ernesto Martearena,87047,35,21,Italy,,56,0-20,no data,0,False
18028,12.8,,,,Salta,2005 Italy rugby union tour of Argentina,Argentina,Salta,0,28.3,0,4.9,False,Italy,,3,0,W,Winter,false,,Padre Ernesto Martearena,87047,21,35,Argentina,,56,0-20,no data,1,False
19490,9,,,5.1,Salta,2009 Summer International,Argentina,Salta,0,19.4,1,0.4,False,Argentina,,0,,L,Winter,false,,Padre Ernesto Martearena,87047,24,22,England,,46,0-20,moins de 30,0,False
19490,9,,,5.1,Salta,2009 Summer International,Argentina,Salta,0,19.4,0,0.4,False,England,,3,,W,Winter,false,,Padre Ernesto Martearena,87047,22,24,Argentina,,46,0-20,moins de 30,1,False
21392,17.6,,42,9.4,Salta,2016 Rugby Championship,Argentina,Salta,0,31,1,10.2,False,Argentina,,0,,L,Winter,false,,Estadio Padre Ernesto Martearena,87047,26,24,South Africa,,50,0-20,moins de 30,0,False
21392,17.6,,42,9.4,Salta,2016 Rugby Championship,Argentina,Salta,0,31,0,10.2,False,South Africa,,3,,W,Winter,false,,Estadio Padre Ernesto Martearena,87047,24,26,Argentina,,50,0-20,moins de 30,1,False
21756,17.2,1015.2,,8.2,Salta,2017 Rugby Championship,Argentina,Salta,0,31,0,10.7,False,Argentina,,3,,W,Winter,false,,Estadio Padre Ernesto Martearena,87047,23,41,South Africa,,64,0-20,moins de 30,1,False
