Sum of __index_level_0__,Sum of avg_temp_c,Sum of avg_sea_level_pres_hpa,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,competition,country,city_name,Sum of Draw,Sum of max_temp_c,Sum of Loose,Sum of min_temp_c,neutral,Opponent,Sum of peak_wind_gust_kmh,Sum of Point,Sum of precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of TA,Sum of TF,Team,Sum of sunshine_total_min,Sum of TotalTri,TrancheTemp,TranchWind,Sum of Win,world_cup
4678,,,,,Adelaide,2003 Rugby World Cup,Australia,Adelaide,0,9.2,0,4.7,True,Argentina,,3,,W,Spring,false,,Adelaide Oval,95678,15,16,Ireland,,31,no data,no data,1,True
4678,,,,,Adelaide,2003 Rugby World Cup,Australia,Adelaide,0,9.2,1,4.7,True,Ireland,,0,,L,Spring,false,,Adelaide Oval,95678,16,15,Argentina,,31,no data,no data,0,True
11539,8.8,1022.5,39,13.4,Adelaide,2022 Rugby Championship,Australia,Adelaide,0,13.4,1,7.6,False,Australia,,0,0,L,Winter,false,,Adelaide Oval,95678,25,17,South Africa,,42,0-20,moins de 30,0,False
11539,8.8,1022.5,39,13.4,Adelaide,2022 Rugby Championship,Australia,Adelaide,0,13.4,0,7.6,False,South Africa,,3,0,W,Winter,false,,Adelaide Oval,95678,17,25,Australia,,42,0-20,moins de 30,1,False
28961,22.4,,,4.3,Albany,2017 Rugby Championship,New Zealand,Albany,0,28.3,1,17.8,False,New Zealand,,0,0,L,Autumn,false,0,North Harbour Stadium,72518,57,0,South Africa,,57,20-30,moins de 30,0,False
28961,22.4,,,4.3,Albany,2017 Rugby Championship,New Zealand,Albany,0,28.3,0,17.8,False,South Africa,,3,0,W,Autumn,false,0,North Harbour Stadium,72518,0,57,New Zealand,,57,20-30,moins de 30,1,False
4,11.6,,,,Auckland,1994 South Africa tour,New Zealand,Auckland,1,,0,,False,New Zealand,,1,0,D,Winter,false,,Eden Park,93110,18,18,South Africa,,36,0-20,no data,0,False
4,11.6,,,,Auckland,1994 South Africa tour,New Zealand,Auckland,1,,0,,False,South Africa,,1,0,D,Winter,false,,Eden Park,93110,18,18,New Zealand,,36,0-20,no data,0,False
335,11.1,,,,Auckland,1995 Australia tour of New Zealand,New Zealand,Auckland,0,,0,,False,Australia,,3,17,W,Winter,false,,Eden Park,93110,16,28,New Zealand,,44,0-20,no data,1,False
335,11.1,,,,Auckland,1995 Australia tour of New Zealand,New Zealand,Auckland,0,,1,,False,New Zealand,,0,17,L,Winter,false,,Eden Park,93110,28,16,Australia,,44,0-20,no data,0,False
668,14.4,,,,Auckland,1996 Scotland rugby union tour of New Zealand,New Zealand,Auckland,0,,1,,False,New Zealand,,0,10.9,L,Winter,false,,Eden Park,93110,36,12,Scotland,,48,0-20,no data,0,False
668,14.4,,,,Auckland,1996 Scotland rugby union tour of New Zealand,New Zealand,Auckland,0,,0,,False,Scotland,,3,10.9,W,Winter,false,,Eden Park,93110,12,36,New Zealand,,48,0-20,no data,1,False
1080,11.8,,,,Auckland,1997 Tri Nations Series,New Zealand,Auckland,0,,1,,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,55,35,South Africa,,90,0-20,no data,0,False
1080,11.8,,,,Auckland,1997 Tri Nations Series,New Zealand,Auckland,0,,0,,False,South Africa,,3,0,W,Winter,false,,Eden Park,93110,35,55,New Zealand,,90,0-20,no data,1,False
1402,11.4,,,,Auckland,1998 England rugby union tour of Australasia and South Africa,New Zealand,Auckland,0,,0,,False,England,,3,,W,Winter,false,,Eden Park,93110,10,40,New Zealand,,50,0-20,no data,1,False
1402,11.4,,,,Auckland,1998 England rugby union tour of Australasia and South Africa,New Zealand,Auckland,0,,1,,False,New Zealand,,0,,L,Winter,false,,Eden Park,93110,40,10,England,,50,0-20,no data,0,False
1792,10.8,,,,Auckland,1999 Tri Nations Series,New Zealand,Auckland,0,,0,,False,Australia,,3,,W,Winter,false,,Eden Park,93110,15,34,New Zealand,,49,0-20,no data,1,False
1792,10.8,,,,Auckland,1999 Tri Nations Series,New Zealand,Auckland,0,,1,,False,New Zealand,,0,,L,Winter,false,,Eden Park,93110,34,15,Australia,,49,0-20,no data,0,False
2135,13.9,,,,Auckland,2000 Scotland rugby union tour of New Zealand,New Zealand,Auckland,0,,1,,False,New Zealand,,0,0.5,L,Winter,false,,Eden Park,93110,48,14,Scotland,,62,0-20,no data,0,False
2135,13.9,,,,Auckland,2000 Scotland rugby union tour of New Zealand,New Zealand,Auckland,0,,0,,False,Scotland,,3,0.5,W,Winter,false,,Eden Park,93110,14,48,New Zealand,,62,0-20,no data,1,False
2555,11.1,,,,Auckland,2001 Tri Nations Series,New Zealand,Auckland,0,,1,,False,New Zealand,,0,,L,Winter,false,,Eden Park,93110,26,15,South Africa,,41,0-20,no data,0,False
2555,11.1,,,,Auckland,2001 Tri Nations Series,New Zealand,Auckland,0,,0,,False,South Africa,,3,,W,Winter,false,,Eden Park,93110,15,26,New Zealand,,41,0-20,no data,1,False
2856,12.1,,,,Auckland,2002 Ireland rugby union tour of New Zealand,New Zealand,Auckland,0,,1,,False,Ireland,,0,0.8,L,Winter,false,,Eden Park,93110,8,40,New Zealand,,48,0-20,no data,0,False
2856,12.1,,,,Auckland,2002 Ireland rugby union tour of New Zealand,New Zealand,Auckland,0,,0,,False,New Zealand,,3,0.8,W,Winter,false,,Eden Park,93110,40,8,Ireland,,48,0-20,no data,1,False
3275,11.7,,,,Auckland,2003 Tri Nations Series,New Zealand,Auckland,0,15,0,9.5,False,Australia,,3,5.1,W,Winter,false,,Eden Park,93110,17,21,New Zealand,,38,0-20,no data,1,False
3275,11.7,,,,Auckland,2003 Tri Nations Series,New Zealand,Auckland,0,15,1,9.5,False,New Zealand,,0,5.1,L,Winter,false,,Eden Park,93110,21,17,Australia,,38,0-20,no data,0,False
3582,14.7,,,,Auckland,2004 England rugby union tour of Australasia,New Zealand,Auckland,0,17.2,0,12.6,False,England,,3,33.3,W,Winter,false,,Eden Park,93110,12,36,New Zealand,,48,0-20,no data,1,False
3582,14.7,,,,Auckland,2004 England rugby union tour of Australasia,New Zealand,Auckland,0,17.2,1,12.6,False,New Zealand,,0,33.3,L,Winter,false,,Eden Park,93110,36,12,England,,48,0-20,no data,0,False
4023,13.4,,,,Auckland,2005 Tri Nations Series,New Zealand,Auckland,0,18,0,6.7,False,Australia,,3,0.3,W,Spring,false,,Eden Park,93110,24,34,New Zealand,,58,0-20,no data,1,False
4023,13.4,,,,Auckland,2005 Tri Nations Series,New Zealand,Auckland,0,18,1,6.7,False,New Zealand,,0,0.3,L,Spring,false,,Eden Park,93110,34,24,Australia,,58,0-20,no data,0,False
4310,8.8,,,,Auckland,2006 Ireland rugby union tour of New Zealand and Australia,New Zealand,Auckland,0,11.8,0,,False,Ireland,,3,15.5,W,Winter,false,,Eden Park,93110,17,27,New Zealand,,44,0-20,no data,1,False
4310,8.8,,,,Auckland,2006 Ireland rugby union tour of New Zealand and Australia,New Zealand,Auckland,0,11.8,1,,False,New Zealand,,0,15.5,L,Winter,false,,Eden Park,93110,27,17,Ireland,,44,0-20,no data,0,False
4373,11.7,,,,Auckland,2006 Tri Nations Series,New Zealand,Auckland,0,14.2,0,,False,Australia,,3,0,W,Winter,false,,Eden Park,93110,27,34,New Zealand,,61,0-20,no data,1,False
4373,11.7,,,,Auckland,2006 Tri Nations Series,New Zealand,Auckland,0,14.2,1,,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,34,27,Australia,,61,0-20,no data,0,False
4657,14.2,,,,Auckland,2007 mid-year rugby union tests,New Zealand,Auckland,0,18.9,0,,False,France,,3,0.5,W,Winter,false,,Eden Park,93110,11,42,New Zealand,,53,0-20,no data,1,False
4657,14.2,,,,Auckland,2007 mid-year rugby union tests,New Zealand,Auckland,0,18.9,1,,False,New Zealand,,0,0.5,L,Winter,false,,Eden Park,93110,42,11,France,,53,0-20,no data,0,False
4706,10.7,,,,Auckland,2007 Tri Nations Series,New Zealand,Auckland,0,13.7,0,7,False,Australia,,3,3.3,W,Winter,false,,Eden Park,93110,12,26,New Zealand,,38,0-20,no data,1,False
4706,10.7,,,,Auckland,2007 Tri Nations Series,New Zealand,Auckland,0,13.7,1,7,False,New Zealand,,0,3.3,L,Winter,false,,Eden Park,93110,26,12,Australia,,38,0-20,no data,0,False
5034,14.5,,,,Auckland,2008 England rugby union tour of New Zealand,New Zealand,Auckland,0,17.8,0,10.2,False,England,,3,0,W,Winter,false,,Eden Park,93110,20,37,New Zealand,,57,0-20,no data,1,False
5034,14.5,,,,Auckland,2008 England rugby union tour of New Zealand,New Zealand,Auckland,0,17.8,1,10.2,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,37,20,England,,57,0-20,no data,0,False
5083,13.1,,,,Auckland,2008 Tri Nations Series,New Zealand,Auckland,0,14.7,0,9.5,False,Australia,,3,2.3,W,Winter,false,,Eden Park,93110,10,39,New Zealand,,49,0-20,no data,1,False
5083,13.1,,,,Auckland,2008 Tri Nations Series,New Zealand,Auckland,0,14.7,1,9.5,False,New Zealand,,0,2.3,L,Winter,false,,Eden Park,93110,39,10,Australia,,49,0-20,no data,0,False
5433,12.1,,,,Auckland,2009 Tri Nations Series,New Zealand,Auckland,0,13.9,0,9.7,False,Australia,,3,15.2,W,Winter,false,,Eden Park,93110,16,22,New Zealand,,38,0-20,no data,1,False
5433,12.1,,,,Auckland,2009 Tri Nations Series,New Zealand,Auckland,0,13.9,1,9.7,False,New Zealand,,0,15.2,L,Winter,false,,Eden Park,93110,22,16,Australia,,38,0-20,no data,0,False
5790,6.4,,,,Auckland,2010 Tri Nations Series,New Zealand,Auckland,0,11.5,1,,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,32,12,South Africa,,44,0-20,no data,0,False
5790,6.4,,,,Auckland,2010 Tri Nations Series,New Zealand,Auckland,0,11.5,0,,False,South Africa,,3,0,W,Winter,false,,Eden Park,93110,12,32,New Zealand,,44,0-20,no data,1,False
6231,13.9,,,,Auckland,2011 Rugby World Cup,New Zealand,Auckland,0,17.8,0,7.9,False,France,,3,0,W,Spring,false,,Eden Park,93110,17,37,New Zealand,,54,0-20,no data,1,True
6231,13.9,,,,Auckland,2011 Rugby World Cup,New Zealand,Auckland,0,17.8,1,7.9,False,New Zealand,,0,0,L,Spring,false,,Eden Park,93110,37,17,France,,54,0-20,no data,0,True
6224,11.8,,,,Auckland,2011 Rugby World Cup,New Zealand,Auckland,0,16.5,1,,True,Australia,,0,2.8,L,Spring,false,,Eden Park,93110,6,15,Ireland,,21,0-20,no data,0,True
6224,11.8,,,,Auckland,2011 Rugby World Cup,New Zealand,Auckland,0,16.5,0,,True,Ireland,,3,2.8,W,Spring,false,,Eden Park,93110,15,6,Australia,,21,0-20,no data,1,True
6258,15.9,,,,Auckland,2011 Rugby World Cup bronze final,New Zealand,Auckland,0,18.7,1,13,True,Australia,,0,0,L,Spring,false,,Eden Park,93110,21,18,Wales,,39,0-20,no data,0,True
6258,15.9,,,,Auckland,2011 Rugby World Cup bronze final,New Zealand,Auckland,0,18.7,0,13,True,Wales,,3,0,W,Spring,false,,Eden Park,93110,18,21,Australia,,39,0-20,no data,1,True
6260,13.8,,,,Auckland,2011 Rugby World Cup Final,New Zealand,Auckland,0,18.7,0,,False,France,,3,0,W,Spring,false,,Eden Park,93110,7,8,New Zealand,,15,0-20,no data,1,True
6260,13.8,,,,Auckland,2011 Rugby World Cup Final,New Zealand,Auckland,0,18.7,1,,False,New Zealand,,0,0,L,Spring,false,,Eden Park,93110,8,7,France,,15,0-20,no data,0,True
6218,12.6,,,,Auckland,2011 Rugby World Cup Pool match,New Zealand,Auckland,0,16.4,0,,True,Australia,,3,11.7,W,Spring,false,,North Harbour Stadium,93110,32,6,Italy,,38,0-20,no data,1,True
6238,15.2,,,,Auckland,2011 Rugby World Cup Pool match,New Zealand,Auckland,0,16.8,1,9.8,True,England,,0,0,L,Spring,false,,Eden Park,93110,16,12,Scotland,,28,0-20,no data,0,True
6218,12.6,,,,Auckland,2011 Rugby World Cup Pool match,New Zealand,Auckland,0,16.4,1,,True,Italy,,0,11.7,L,Spring,false,,North Harbour Stadium,93110,6,32,Australia,,38,0-20,no data,0,True
6238,15.2,,,,Auckland,2011 Rugby World Cup Pool match,New Zealand,Auckland,0,16.8,0,9.8,True,Scotland,,3,0,W,Spring,false,,Eden Park,93110,12,16,England,,28,0-20,no data,1,True
6245,12.7,,,,Auckland,2011 Rugby World Cup quarter-final,New Zealand,Auckland,0,17.1,0,,True,England,,3,0.3,W,Spring,false,,Eden Park,93110,12,19,France,,31,0-20,no data,1,True
6245,12.7,,,,Auckland,2011 Rugby World Cup quarter-final,New Zealand,Auckland,0,17.1,1,,True,France,,0,0.3,L,Spring,false,,Eden Park,93110,19,12,England,,31,0-20,no data,0,True
6246,14.3,,,,Auckland,2011 Rugby World Cup Quarter-finals,New Zealand,Auckland,0,18,0,8.7,False,Argentina,,3,0.3,W,Spring,false,,Eden Park,93110,10,33,New Zealand,,43,0-20,no data,1,True
6246,14.3,,,,Auckland,2011 Rugby World Cup Quarter-finals,New Zealand,Auckland,0,18,1,8.7,False,New Zealand,,0,0.3,L,Spring,false,,Eden Park,93110,33,10,Argentina,,43,0-20,no data,0,True
6253,12.9,,,,Auckland,2011 Rugby World Cup Semi-final,New Zealand,Auckland,0,17.6,1,,False,Australia,,0,0.8,L,Spring,false,,Eden Park,93110,6,20,New Zealand,,26,0-20,no data,0,True
6253,12.9,,,,Auckland,2011 Rugby World Cup Semi-final,New Zealand,Auckland,0,17.6,0,,False,New Zealand,,3,0.8,W,Spring,false,,Eden Park,93110,20,6,Australia,,26,0-20,no data,1,True
6252,14.1,,,,Auckland,2011 rugby World Cup Semi-finals,New Zealand,Auckland,0,18.7,1,9.8,True,France,,0,2.3,L,Spring,false,,Eden Park,93110,9,8,Wales,,17,0-20,no data,0,True
6252,14.1,,,,Auckland,2011 rugby World Cup Semi-finals,New Zealand,Auckland,0,18.7,0,9.8,True,Wales,,3,2.3,W,Spring,false,,Eden Park,93110,8,9,France,,17,0-20,no data,1,True
6182,14,,,,Auckland,2011 Tri Nations Series,New Zealand,Auckland,0,15.4,0,5.7,False,Australia,,3,0,W,Winter,false,,Eden Park,93110,14,30,New Zealand,,44,0-20,no data,1,False
6182,14,,,,Auckland,2011 Tri Nations Series,New Zealand,Auckland,0,15.4,1,5.7,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,30,14,Australia,,44,0-20,no data,0,False
6490,13.7,,,,Auckland,2012 Ireland rugby union tour of New Zealand,New Zealand,Auckland,0,17,0,9.8,False,Ireland,,3,9.9,W,Winter,false,,Eden Park,93110,10,42,New Zealand,,52,0-20,no data,1,False
6490,13.7,,,,Auckland,2012 Ireland rugby union tour of New Zealand,New Zealand,Auckland,0,17,1,9.8,False,New Zealand,,0,9.9,L,Winter,false,,Eden Park,93110,42,10,Ireland,,52,0-20,no data,0,False
6567,12.5,,,,Auckland,2012 Rugby Championship,New Zealand,Auckland,0,16.4,0,6,False,Australia,,3,0,W,Winter,false,,Eden Park,93110,0,22,New Zealand,,22,0-20,no data,1,False
6567,12.5,,,,Auckland,2012 Rugby Championship,New Zealand,Auckland,0,16.4,1,6,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,22,0,Australia,,22,0-20,no data,0,False
6854,13.9,,,,Auckland,2013 French tour to New Zealand,New Zealand,Auckland,0,17.1,0,7.8,False,France,,3,0,W,Winter,false,,Eden Park,93110,13,23,New Zealand,,36,0-20,no data,1,False
6854,13.9,,,,Auckland,2013 French tour to New Zealand,New Zealand,Auckland,0,17.1,1,7.8,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,23,13,France,,36,0-20,no data,0,False
6952,11.6,,,,Auckland,2013 Rugby Championship,New Zealand,Auckland,0,14.9,1,,False,New Zealand,,0,8.4,L,Spring,false,,Eden Park,93110,29,15,South Africa,,44,0-20,no data,0,False
6952,11.6,,,,Auckland,2013 Rugby Championship,New Zealand,Auckland,0,14.9,0,,False,South Africa,,3,8.4,W,Spring,false,,Eden Park,93110,15,29,New Zealand,,44,0-20,no data,1,False
7218,13,,,,Auckland,2014 England rugby union tour of New Zealand,New Zealand,Auckland,0,18.3,0,,False,England,,3,0,W,Winter,false,,Eden Park,93110,15,20,New Zealand,,35,0-20,no data,1,False
7218,13,,,,Auckland,2014 England rugby union tour of New Zealand,New Zealand,Auckland,0,18.3,1,,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,20,15,England,,35,0-20,no data,0,False
7295,10.3,,,,Auckland,2014 Rugby Championship,New Zealand,Auckland,0,15,0,,False,Australia,,3,0,W,Winter,false,,Eden Park,93110,20,51,New Zealand,,71,0-20,no data,1,False
7295,10.3,,,,Auckland,2014 Rugby Championship,New Zealand,Auckland,0,15,1,,False,New Zealand,,0,0,L,Winter,false,,Eden Park,93110,51,20,Australia,,71,0-20,no data,0,False
7642,11.9,,,,Auckland,2015 Rugby World Cup warm-up match,New Zealand,Auckland,0,14.9,0,8.8,False,Australia,,3,10.4,W,Winter,false,,Eden Park,93110,13,41,New Zealand,,54,0-20,no data,1,False
7642,11.9,,,,Auckland,2015 Rugby World Cup warm-up match,New Zealand,Auckland,0,14.9,1,8.8,False,New Zealand,,0,10.4,L,Winter,false,,Eden Park,93110,41,13,Australia,,54,0-20,no data,0,False
8076,13.7,,,,Auckland,2016 Autumn International,New Zealand,Auckland,0,17.2,0,,False,Australia,,3,0.5,W,Spring,false,,Eden Park,93110,10,37,New Zealand,,47,0-20,no data,1,False
8076,13.7,,,,Auckland,2016 Autumn International,New Zealand,Auckland,0,17.2,1,,False,New Zealand,,0,0.5,L,Spring,false,,Eden Park,93110,37,10,Australia,,47,0-20,no data,0,False
7943,14.3,,,,Auckland,2016 Wales tour of New Zealand,New Zealand,Auckland,0,17.7,1,11.3,False,New Zealand,,0,1.8,L,Winter,false,,Eden Park,93110,39,21,Wales,,60,0-20,no data,0,False
7943,14.3,,,,Auckland,2016 Wales tour of New Zealand,New Zealand,Auckland,0,17.7,0,11.3,False,Wales,,3,1.8,W,Winter,false,,Eden Park,93110,21,39,New Zealand,,60,0-20,no data,1,False
8669,10,,,,Auckland,2018 French tour to New Zealand,New Zealand,Auckland,0,16.2,0,3.8,False,France,,3,0.3,W,Winter,false,,Eden Park,93110,11,52,New Zealand,,63,0-20,no data,1,False
8669,10,,,,Auckland,2018 French tour to New Zealand,New Zealand,Auckland,0,16.2,1,3.8,False,New Zealand,,0,0.3,L,Winter,false,,Eden Park,93110,52,11,France,,63,0-20,no data,0,False
8746,12.6,1014,233,27.3,Auckland,2018 Rugby Championship,New Zealand,Auckland,0,15.1,0,9.7,False,Australia,,3,1.5,W,Winter,false,,Eden Park,93110,12,40,New Zealand,,52,0-20,moins de 30,1,False
8746,12.6,1014,233,27.3,Auckland,2018 Rugby Championship,New Zealand,Auckland,0,15.1,1,9.7,False,New Zealand,,0,1.5,L,Winter,false,,Eden Park,93110,40,12,Australia,,52,0-20,moins de 30,0,False
9103,12.1,1012.9,309,15.3,Auckland,2019 Rugby World Cup warm-up match,New Zealand,Auckland,0,16.6,0,7.8,False,Australia,,3,1.5,W,Winter,false,,Eden Park,93110,0,36,New Zealand,,36,0-20,moins de 30,1,False
9103,12.1,1012.9,309,15.3,Auckland,2019 Rugby World Cup warm-up match,New Zealand,Auckland,0,16.6,1,7.8,False,New Zealand,,0,1.5,L,Winter,false,,Eden Park,93110,36,0,Australia,,36,0-20,moins de 30,0,False
9531,15.8,1019.1,124,7.8,Auckland,2020 Autumn International,New Zealand,Auckland,0,18.5,1,6.7,False,Australia,,0,1.5,L,Spring,false,,Eden Park,93110,7,27,New Zealand,,34,0-20,moins de 30,0,False
9531,15.8,1019.1,124,7.8,Auckland,2020 Autumn International,New Zealand,Auckland,0,18.5,0,6.7,False,New Zealand,,3,1.5,W,Spring,false,,Eden Park,93110,27,7,Australia,,34,0-20,moins de 30,1,False
9831,12.7,1017.2,255,21.9,Auckland,2021 Rugby Championship,New Zealand,Auckland,0,15.4,0,9,False,Australia,,3,1.5,W,Winter,false,,Eden Park,93110,22,57,New Zealand,,79,0-20,moins de 30,1,False
9831,12.7,1017.2,255,21.9,Auckland,2021 Rugby Championship,New Zealand,Auckland,0,15.4,1,9,False,New Zealand,,0,1.5,L,Winter,false,,Eden Park,93110,57,22,Australia,,79,0-20,moins de 30,0,False
9824,12.6,1005.6,239,35.8,Auckland,2021 Summer International,New Zealand,Auckland,0,15.6,0,12,False,Australia,,3,8.9,W,Winter,false,,Eden Park,93110,25,33,New Zealand,,58,0-20,30-60,1,False
9824,12.6,1005.6,239,35.8,Auckland,2021 Summer International,New Zealand,Auckland,0,15.6,1,12,False,New Zealand,,0,8.9,L,Winter,false,,Eden Park,93110,33,25,Australia,,58,0-20,30-60,0,False
10153,10.3,1022.7,224,11.7,Auckland,2022 Ireland rugby union tour of New Zealand,New Zealand,Auckland,0,14.8,0,8.5,False,Ireland,,3,0.5,W,Winter,false,,Eden Park,93110,19,42,New Zealand,,61,0-20,moins de 30,1,False
10153,10.3,1022.7,224,11.7,Auckland,2022 Ireland rugby union tour of New Zealand,New Zealand,Auckland,0,14.8,1,8.5,False,New Zealand,,0,0.5,L,Winter,false,,Eden Park,93110,42,19,Ireland,,61,0-20,moins de 30,0,False
10237,15.3,1014.5,217,15,Auckland,2022 Rugby Championship,New Zealand,Auckland,0,17.8,0,10.1,False,Australia,,3,0,W,Spring,false,,Eden Park,93110,14,40,New Zealand,,54,0-20,moins de 30,1,False
10237,15.3,1014.5,217,15,Auckland,2022 Rugby Championship,New Zealand,Auckland,0,17.8,1,10.1,False,New Zealand,,0,0,L,Spring,false,,Eden Park,93110,40,14,Australia,,54,0-20,moins de 30,0,False
10531,14.3,1019.4,245,22.6,Auckland,2023 Rugby Championship,New Zealand,Auckland,0,16.1,1,13,False,New Zealand,,0,2.3,L,Winter,false,,Mount Smart Stadium,93110,35,20,South Africa,,55,0-20,moins de 30,0,False
10531,14.3,1019.4,245,22.6,Auckland,2023 Rugby Championship,New Zealand,Auckland,0,16.1,0,13,False,South Africa,,3,2.3,W,Winter,false,,Mount Smart Stadium,93110,20,35,New Zealand,,55,0-20,moins de 30,1,False
12646,17.2,1026.4,261,10.8,Belfast,2007 Rugby World Cup warm-up tests,Ireland,Belfast,0,21.4,1,13.1,False,Ireland,,0,0,L,Summer,false,,Ravenhill Stadium,03917,23,20,Italy,,43,0-20,moins de 30,0,False
12646,17.2,1026.4,261,10.8,Belfast,2007 Rugby World Cup warm-up tests,Ireland,Belfast,0,21.4,0,13.1,False,Italy,,3,0,W,Summer,false,,Ravenhill Stadium,03917,20,23,Ireland,,43,0-20,moins de 30,1,False
8282,,,,,Bloemfontein,1933 Australia tour of South Africa,South Africa,Bloemfontein,0,,0,,False,Australia,,3,0,W,Spring,false,,Springbok Park,68442,15,4,South Africa,,19,no data,no data,1,False
8282,,,,,Bloemfontein,1933 Australia tour of South Africa,South Africa,Bloemfontein,0,,1,,False,South Africa,,0,0,L,Spring,false,,Springbok Park,68442,4,15,Australia,,19,no data,no data,0,False
18062,,,,,Bloemfontein,1960 New Zealand tour,South Africa,Bloemfontein,1,,0,,False,New Zealand,,1,0,D,Winter,false,,Free State Stadium,68442,11,11,South Africa,,22,no data,no data,0,False
18062,,,,,Bloemfontein,1960 New Zealand tour,South Africa,Bloemfontein,1,,0,,False,South Africa,,1,0,D,Winter,false,,Free State Stadium,68442,11,11,New Zealand,,22,no data,no data,0,False
20596,,,,,Bloemfontein,1967 France rugby union tour of South Africa,South Africa,Bloemfontein,0,,1,,False,France,,0,0,L,Winter,false,,Free State Stadium,68442,3,16,South Africa,,19,no data,no data,0,False
20596,,,,,Bloemfontein,1967 France rugby union tour of South Africa,South Africa,Bloemfontein,0,,0,,False,South Africa,,3,0,W,Winter,false,,Free State Stadium,68442,16,3,France,,19,no data,no data,1,False
21387,,,,,Bloemfontein,1969 Australia tour of South Africa,South Africa,Bloemfontein,0,,1,,False,Australia,,0,0,L,Spring,false,,Free State Stadium,68442,8,19,South Africa,,27,no data,no data,0,False
21387,,,,,Bloemfontein,1969 Australia tour of South Africa,South Africa,Bloemfontein,0,,0,,False,South Africa,,3,0,W,Spring,false,,Free State Stadium,68442,19,8,Australia,,27,no data,no data,1,False
22017,,,,,Bloemfontein,1971 France rugby union tour of South Africa,South Africa,Bloemfontein,0,,1,,False,France,,0,0,L,Winter,false,,Free State Stadium,68442,9,22,South Africa,,31,no data,no data,0,False
22017,,,,,Bloemfontein,1971 France rugby union tour of South Africa,South Africa,Bloemfontein,0,,0,,False,South Africa,,3,0,W,Winter,false,,Free State Stadium,68442,22,9,France,,31,no data,no data,1,False
23487,5.7,,,,Bloemfontein,1975 France rugby union tour of South Africa,South Africa,Bloemfontein,0,,0,,False,France,,3,0,W,Winter,false,,Free State Stadium,68442,25,38,South Africa,,63,0-20,no data,1,False
23487,5.7,,,,Bloemfontein,1975 France rugby union tour of South Africa,South Africa,Bloemfontein,0,,1,,False,South Africa,,0,0,L,Winter,false,,Free State Stadium,68442,38,25,France,,63,0-20,no data,0,False
23907,3.6,,,,Bloemfontein,1976 New Zealand tour,South Africa,Bloemfontein,0,,0,,False,New Zealand,,3,0,W,Winter,false,,Free State Stadium,68442,15,9,South Africa,,24,0-20,no data,1,False
23907,3.6,,,,Bloemfontein,1976 New Zealand tour,South Africa,Bloemfontein,0,,1,,False,South Africa,,0,0,L,Winter,false,,Free State Stadium,68442,9,15,New Zealand,,24,0-20,no data,0,False
31186,5.1,,,,Bloemfontein,1996 Tri Nations Series,South Africa,Bloemfontein,0,15.2,0,-4.9,False,Australia,,3,0,W,Winter,false,,Free State Stadium,68442,19,25,South Africa,,44,0-20,no data,1,False
31186,5.1,,,,Bloemfontein,1996 Tri Nations Series,South Africa,Bloemfontein,0,15.2,1,-4.9,False,South Africa,,0,0,L,Winter,false,,Free State Stadium,68442,25,19,Australia,,44,0-20,no data,0,False
31865,7.4,,,,Bloemfontein,1998 Ireland rugby union tour of South Africa,South Africa,Bloemfontein,0,,0,-5.1,False,Ireland,,3,0,W,Winter,false,,Vodacom Park,68442,13,37,South Africa,,50,0-20,no data,1,False
31865,7.4,,,,Bloemfontein,1998 Ireland rugby union tour of South Africa,South Africa,Bloemfontein,0,,1,-5.1,False,South Africa,,0,0,L,Winter,false,,Vodacom Park,68442,37,13,Ireland,,50,0-20,no data,0,False
32606,4.4,,,,Bloemfontein,2000 England rugby union tour of South Africa,South Africa,Bloemfontein,0,15.3,1,-7.8,False,England,,0,0,L,Winter,false,,Free State Stadium,68442,27,22,South Africa,,49,0-20,no data,0,False
32606,4.4,,,,Bloemfontein,2000 England rugby union tour of South Africa,South Africa,Bloemfontein,0,15.3,0,-7.8,False,South Africa,,3,0,W,Winter,false,,Free State Stadium,68442,22,27,England,,49,0-20,no data,1,False
33319,12.8,,,,Bloemfontein,2002 Wales tour of South Africa,South Africa,Bloemfontein,0,20.1,1,2.1,False,South Africa,,0,,L,Winter,false,,Free State Stadium,68442,34,19,Wales,,53,0-20,no data,0,False
33319,12.8,,,,Bloemfontein,2002 Wales tour of South Africa,South Africa,Bloemfontein,0,20.1,0,2.1,False,Wales,,3,,W,Winter,false,,Free State Stadium,68442,19,34,South Africa,,53,0-20,no data,1,False
34050,5.7,,,,Bloemfontein,2004 Ireland rugby union tour of South Africa,South Africa,Bloemfontein,0,16.2,0,-4.3,False,Ireland,,3,0,W,Winter,false,,Vodacom Park,68442,17,31,South Africa,,48,0-20,no data,1,False
